ID,UserID,Department,UserRole,Connection,Timestamp,AccessLevel,AccessDuration,DeviceID,PatientID,IsAccessFail,IsSensitive,VisitDepartment,source,Year,Month,Day,Hour,Minute,Second
70847,31,3,1,0,2024-01-02 03:41:52+00:00,2,260,55,,0,0,3,cv,2024,1,2,3,41,52
83904,20,9,1,0,2024-01-03 21:58:11+00:00,2,263,26,,0,1,9,cv,2024,1,3,21,58,11
5942,194,4,3,0,2024-01-01 20:48:08+00:00,3,219,45,,0,0,4,cv,2024,1,1,20,48,8
70788,147,8,4,0,2024-01-01 13:14:18+00:00,2,262,38,,0,0,8,cv,2024,1,1,13,14,18
59942,193,4,3,1,2024-01-01 23:52:36+00:00,2,237,180,,0,0,4,cv,2024,1,1,23,52,36
69499,68,4,2,0,2024-01-03 14:42:43+00:00,1,120,198,,0,0,4,cv,2024,1,3,14,42,43
98817,58,3,2,0,2024-01-03 23:04:14+00:00,1,180,59,,0,0,3,cv,2024,1,3,23,4,14
31586,50,2,1,0,2024-01-02 16:37:33+00:00,2,136,1,,0,1,2,cv,2024,1,2,16,37,33
85542,193,7,3,1,2024-01-03 06:26:38+00:00,2,289,131,,0,0,7,cv,2024,1,3,6,26,38
33955,106,6,2,0,2024-01-03 20:14:59+00:00,2,210,171,,0,0,6,cv,2024,1,3,20,14,59
86773,36,9,1,0,2024-01-02 10:08:20+00:00,2,285,137,,0,0,9,cv,2024,1,2,10,8,20
16217,181,1,3,0,2024-01-02 05:12:11+00:00,2,294,184,,0,0,1,cv,2024,1,2,5,12,11
68237,44,5,1,0,2024-01-03 03:56:12+00:00,2,198,57,,0,0,3,cv,2024,1,3,3,56,12
102485,107,5,2,0,2024-01-01 14:07:49+00:00,2,298,167,,0,0,8,cv,2024,1,1,14,7,49
7779,81,5,2,0,2024-01-03 20:43:44+00:00,2,276,112,,0,0,5,cv,2024,1,3,20,43,44
12902,59,2,2,1,2024-01-01 02:15:37+00:00,2,225,46,,0,0,2,cv,2024,1,1,2,15,37
41732,90,2,2,0,2024-01-02 03:07:10+00:00,3,274,123,,0,0,2,cv,2024,1,2,3,7,10
58111,69,5,2,0,2024-01-03 20:31:12+00:00,2,228,198,,0,0,5,cv,2024,1,3,20,31,12
96569,102,10,2,0,2024-01-02 00:35:18+00:00,2,278,148,,0,0,10,cv,2024,1,2,0,35,18
69909,180,8,3,0,2024-01-01 21:03:47+00:00,2,240,108,,0,0,4,cv,2024,1,1,21,3,47
97939,19,5,1,0,2024-01-03 04:36:50+00:00,2,210,91,,0,0,9,cv,2024,1,3,4,36,50
60799,82,8,2,0,2024-01-02 12:32:20+00:00,2,251,52,,0,0,10,cv,2024,1,2,12,32,20
98296,54,10,2,0,2024-01-03 12:37:06+00:00,2,280,117,,0,0,10,cv,2024,1,3,12,37,6
76365,80,6,2,0,2024-01-02 06:16:54+00:00,2,140,69,,0,0,6,cv,2024,1,2,6,16,54
73759,135,1,4,0,2024-01-02 01:33:23+00:00,2,185,15,,0,0,1,cv,2024,1,2,1,33,23
54921,122,6,2,0,2024-01-03 17:30:25+00:00,2,209,4,,0,0,6,cv,2024,1,3,17,30,25
104746,116,7,2,0,2024-01-03 13:34:37+00:00,2,149,34,,0,0,7,cv,2024,1,3,13,34,37
83700,89,6,2,0,2024-01-02 00:01:06+00:00,2,199,122,,0,0,6,cv,2024,1,2,0,1,6
52519,196,1,3,0,2024-01-03 23:14:55+00:00,2,167,110,,0,0,1,cv,2024,1,3,23,14,55
46965,86,6,2,0,2024-01-01 16:25:12+00:00,2,122,133,,0,0,6,cv,2024,1,1,16,25,12
85357,188,3,3,0,2024-01-02 00:30:52+00:00,2,205,44,,0,0,3,cv,2024,1,2,0,30,52
95720,177,8,3,0,2024-01-02 14:24:56+00:00,2,138,122,,0,0,9,cv,2024,1,2,14,24,56
55574,74,2,2,0,2024-01-01 22:40:36+00:00,2,157,32,,0,0,2,cv,2024,1,1,22,40,36
46485,20,6,1,0,2024-01-02 03:05:19+00:00,2,146,11,,0,0,6,cv,2024,1,2,3,5,19
65401,112,4,2,0,2024-01-03 11:15:25+00:00,2,173,125,,0,0,4,cv,2024,1,3,11,15,25
32020,107,7,2,0,2024-01-02 12:57:07+00:00,2,171,14,,0,0,7,cv,2024,1,2,12,57,7
60592,116,7,2,0,2024-01-03 16:29:34+00:00,3,256,192,,0,0,7,cv,2024,1,3,16,29,34
90651,69,8,2,0,2024-01-03 05:00:47+00:00,2,278,39,,0,0,8,cv,2024,1,3,5,0,47
19805,197,1,3,0,2024-01-01 17:59:06+00:00,2,217,12,,0,0,1,cv,2024,1,1,17,59,6
3101,74,3,2,0,2024-01-03 02:11:31+00:00,2,286,133,,0,0,3,cv,2024,1,3,2,11,31
23567,180,8,3,0,2024-01-01 01:30:32+00:00,2,135,111,,0,1,8,cv,2024,1,1,1,30,32
18526,156,4,4,0,2024-01-02 13:32:14+00:00,2,132,28,,0,0,4,cv,2024,1,2,13,32,14
76550,128,9,2,0,2024-01-02 11:17:49+00:00,2,180,59,,0,0,9,cv,2024,1,2,11,17,49
91375,74,2,2,0,2024-01-03 04:24:18+00:00,2,130,163,,0,0,2,cv,2024,1,3,4,24,18
96957,79,4,2,0,2024-01-03 11:30:05+00:00,2,275,28,,0,0,4,cv,2024,1,3,11,30,5
51974,181,5,3,0,2024-01-02 01:21:34+00:00,3,223,110,,0,0,5,cv,2024,1,2,1,21,34
50606,133,3,4,0,2024-01-03 02:59:40+00:00,2,180,138,,0,0,3,cv,2024,1,3,2,59,40
99206,178,5,3,0,2024-01-01 12:19:55+00:00,2,124,63,,0,0,9,cv,2024,1,1,12,19,55
52478,28,1,1,0,2024-01-03 06:53:47+00:00,2,286,115,,0,0,1,cv,2024,1,3,6,53,47
43636,183,7,3,0,2024-01-03 14:21:12+00:00,2,273,92,,0,0,7,cv,2024,1,3,14,21,12
66244,189,5,3,0,2024-01-02 13:31:21+00:00,2,199,194,,0,0,5,cv,2024,1,2,13,31,21
32114,135,9,4,0,2024-01-03 20:16:49+00:00,2,285,120,,0,0,9,cv,2024,1,3,20,16,49
53001,47,10,1,0,2024-01-03 12:20:32+00:00,3,129,44,,0,0,10,cv,2024,1,3,12,20,32
21135,122,4,2,0,2024-01-02 14:10:30+00:00,2,199,137,,0,0,4,cv,2024,1,2,14,10,30
108006,119,8,2,0,2024-01-02 01:34:45+00:00,2,287,193,,0,0,8,cv,2024,1,2,1,34,45
104515,162,8,0,0,2024-01-02 22:12:13+00:00,2,271,83,,0,0,8,cv,2024,1,2,22,12,13
53593,160,6,4,0,2024-01-02 11:43:18+00:00,3,266,76,,0,0,6,cv,2024,1,2,11,43,18
2918,106,8,2,0,2024-01-01 20:35:15+00:00,2,139,102,,0,0,8,cv,2024,1,1,20,35,15
45520,150,5,4,0,2024-01-02 21:25:48+00:00,1,247,39,,0,0,3,cv,2024,1,2,21,25,48
50302,147,7,4,0,2024-01-01 11:42:36+00:00,2,120,132,,0,0,7,cv,2024,1,1,11,42,36
104949,94,10,2,0,2024-01-03 13:12:49+00:00,2,182,72,,0,0,10,cv,2024,1,3,13,12,49
82131,49,4,1,0,2024-01-01 20:21:11+00:00,2,255,1,,0,0,4,cv,2024,1,1,20,21,11
78253,15,2,1,0,2024-01-02 12:04:51+00:00,2,210,76,,0,0,2,cv,2024,1,2,12,4,51
46803,198,8,3,0,2024-01-01 15:34:45+00:00,2,196,80,,0,0,6,cv,2024,1,1,15,34,45
59014,183,5,3,0,2024-01-03 13:57:34+00:00,2,179,198,,0,1,5,cv,2024,1,3,13,57,34
115679,1,8,1,0,2024-01-01 01:32:39+00:00,2,171,57,,0,0,10,cv,2024,1,1,1,32,39
35113,156,4,4,0,2024-01-01 10:43:42+00:00,3,209,185,,0,0,4,cv,2024,1,1,10,43,42
21630,53,1,2,0,2024-01-03 05:59:28+00:00,2,232,142,,1,0,1,cv,2024,1,3,5,59,28
27304,18,5,1,0,2024-01-02 00:00:21+00:00,2,132,19,,0,0,6,cv,2024,1,2,0,0,21
81365,97,1,2,0,2024-01-03 10:50:13+00:00,3,176,119,,0,0,1,cv,2024,1,3,10,50,13
419,39,6,1,0,2024-01-01 13:58:52+00:00,3,175,97,,0,0,6,cv,2024,1,1,13,58,52
10775,49,8,1,0,2024-01-01 03:02:08+00:00,2,139,175,,0,0,8,cv,2024,1,1,3,2,8
107920,148,5,4,0,2024-01-02 14:13:39+00:00,1,130,52,,0,0,7,cv,2024,1,2,14,13,39
9979,124,8,2,0,2024-01-03 22:46:13+00:00,3,295,180,,0,0,10,cv,2024,1,3,22,46,13
93348,199,5,3,0,2024-01-01 21:42:40+00:00,3,129,137,,0,0,5,cv,2024,1,1,21,42,40
32848,151,8,4,1,2024-01-01 22:54:08+00:00,1,291,81,,0,0,9,cv,2024,1,1,22,54,8
42697,81,3,2,0,2024-01-01 04:05:14+00:00,2,253,176,,0,0,3,cv,2024,1,1,4,5,14
14984,55,3,2,0,2024-01-02 14:05:57+00:00,2,286,114,,0,0,3,cv,2024,1,2,14,5,57
65780,69,5,2,0,2024-01-01 22:21:17+00:00,2,160,132,,0,0,5,cv,2024,1,1,22,21,17
28505,51,3,2,0,2024-01-01 23:21:48+00:00,3,163,70,,0,0,3,cv,2024,1,1,23,21,48
68105,13,3,1,0,2024-01-02 12:43:35+00:00,2,148,90,,0,0,3,cv,2024,1,2,12,43,35
20291,191,1,3,0,2024-01-03 15:41:31+00:00,2,185,190,,0,0,1,cv,2024,1,3,15,41,31
96562,38,5,1,1,2024-01-01 16:21:11+00:00,2,242,83,,0,0,3,cv,2024,1,1,16,21,11
44982,146,3,4,0,2024-01-02 04:26:11+00:00,2,161,127,,0,0,3,cv,2024,1,2,4,26,11
64596,147,5,4,0,2024-01-02 14:56:25+00:00,2,164,79,,0,0,5,cv,2024,1,2,14,56,25
39205,167,10,0,0,2024-01-03 09:56:15+00:00,2,124,132,,0,0,10,cv,2024,1,3,9,56,15
117057,22,1,1,0,2024-01-02 12:20:05+00:00,2,227,19,,0,1,1,cv,2024,1,2,12,20,5
3150,136,3,4,0,2024-01-02 09:50:42+00:00,3,145,26,,0,0,3,cv,2024,1,2,9,50,42
40406,141,3,4,0,2024-01-03 09:30:28+00:00,2,244,194,,0,0,3,cv,2024,1,3,9,30,28
90179,169,9,0,0,2024-01-01 22:44:17+00:00,2,218,129,,0,0,9,cv,2024,1,1,22,44,17
93946,122,5,2,0,2024-01-01 14:10:51+00:00,2,255,110,,0,0,5,cv,2024,1,1,14,10,51
105093,143,5,4,0,2024-01-01 03:12:19+00:00,2,241,142,,0,0,1,cv,2024,1,1,3,12,19
87399,24,8,1,0,2024-01-03 00:53:41+00:00,2,139,131,,0,0,8,cv,2024,1,3,0,53,41
13859,3,7,1,0,2024-01-03 16:43:40+00:00,2,129,131,,0,0,7,cv,2024,1,3,16,43,40
24861,190,2,3,0,2024-01-02 10:00:50+00:00,2,291,87,,0,0,2,cv,2024,1,2,10,0,50
26337,188,7,3,0,2024-01-01 04:43:58+00:00,1,211,126,,0,0,7,cv,2024,1,1,4,43,58
39404,151,7,4,1,2024-01-03 22:31:10+00:00,2,284,41,,0,0,7,cv,2024,1,3,22,31,10
94025,82,5,2,0,2024-01-02 13:21:23+00:00,2,183,89,,0,0,7,cv,2024,1,2,13,21,23
17091,103,2,2,0,2024-01-01 16:36:19+00:00,2,286,171,,0,0,2,cv,2024,1,1,16,36,19
2272,85,8,2,0,2024-01-01 12:30:24+00:00,2,272,181,,0,0,1,cv,2024,1,1,12,30,24
90987,151,2,4,1,2024-01-01 05:23:05+00:00,2,238,124,,0,0,2,cv,2024,1,1,5,23,5
76574,181,6,3,0,2024-01-02 22:39:58+00:00,2,120,167,,0,0,6,cv,2024,1,2,22,39,58
37342,98,7,2,0,2024-01-01 20:43:23+00:00,2,134,196,,0,0,7,cv,2024,1,1,20,43,23
27699,132,7,4,0,2024-01-02 09:29:10+00:00,2,220,75,,0,0,7,cv,2024,1,2,9,29,10
88123,20,4,1,0,2024-01-03 06:56:01+00:00,3,233,171,,0,0,4,cv,2024,1,3,6,56,1
66922,90,4,2,0,2024-01-01 05:25:34+00:00,2,170,155,,1,0,4,cv,2024,1,1,5,25,34
492,144,6,4,0,2024-01-02 16:25:26+00:00,2,257,20,,0,0,6,cv,2024,1,2,16,25,26
38495,170,2,0,0,2024-01-01 10:02:04+00:00,2,136,31,,0,0,2,cv,2024,1,1,10,2,4
45762,138,3,4,0,2024-01-02 03:47:23+00:00,2,140,17,,0,0,3,cv,2024,1,2,3,47,23
93209,119,1,2,0,2024-01-02 02:50:16+00:00,2,257,107,,0,0,1,cv,2024,1,2,2,50,16
94227,143,5,4,0,2024-01-03 05:04:36+00:00,2,288,14,,0,0,8,cv,2024,1,3,5,4,36
119904,30,5,1,0,2024-01-03 12:11:35+00:00,3,155,115,,0,0,6,cv,2024,1,3,12,11,35
84682,120,9,2,0,2024-01-02 17:30:10+00:00,2,224,135,,0,0,9,cv,2024,1,2,17,30,10
16104,131,3,4,0,2024-01-02 13:40:33+00:00,1,186,23,,0,0,3,cv,2024,1,2,13,40,33
115819,167,8,0,0,2024-01-02 14:02:04+00:00,2,253,149,,0,0,2,cv,2024,1,2,14,2,4
7682,126,6,2,1,2024-01-03 23:08:51+00:00,2,131,164,,0,0,6,cv,2024,1,3,23,8,51
84590,22,1,1,0,2024-01-01 13:17:16+00:00,3,198,151,,0,0,1,cv,2024,1,1,13,17,16
48885,165,5,0,0,2024-01-02 13:21:44+00:00,3,238,198,,0,1,5,cv,2024,1,2,13,21,44
109354,181,8,3,0,2024-01-02 01:04:18+00:00,2,280,149,,0,0,6,cv,2024,1,2,1,4,18
101977,193,8,3,1,2024-01-02 21:48:18+00:00,1,191,5,,0,0,8,cv,2024,1,2,21,48,18
83443,188,4,3,0,2024-01-03 03:36:54+00:00,3,136,99,,0,0,4,cv,2024,1,3,3,36,54
62565,24,8,1,0,2024-01-01 05:49:18+00:00,3,224,168,,0,0,8,cv,2024,1,1,5,49,18
36091,190,5,3,0,2024-01-03 14:13:50+00:00,2,297,30,,0,1,6,cv,2024,1,3,14,13,50
29324,60,5,2,0,2024-01-02 20:59:05+00:00,2,195,29,,0,0,6,cv,2024,1,2,20,59,5
18779,99,6,2,0,2024-01-01 06:39:06+00:00,3,163,1,,0,0,6,cv,2024,1,1,6,39,6
59192,34,6,1,0,2024-01-02 09:53:05+00:00,2,159,91,,0,0,6,cv,2024,1,2,9,53,5
117248,177,6,3,0,2024-01-03 12:42:23+00:00,2,217,98,,0,0,6,cv,2024,1,3,12,42,23
15958,83,3,2,0,2024-01-02 13:58:44+00:00,2,183,4,,0,0,3,cv,2024,1,2,13,58,44
65515,17,6,1,0,2024-01-02 22:45:24+00:00,2,141,26,,0,0,6,cv,2024,1,2,22,45,24
53739,173,3,3,0,2024-01-02 17:52:58+00:00,2,294,186,,0,0,3,cv,2024,1,2,17,52,58
49937,83,8,2,0,2024-01-01 12:05:02+00:00,2,210,94,,0,0,5,cv,2024,1,1,12,5,2
93428,131,8,4,0,2024-01-01 11:22:31+00:00,0,186,19,,0,0,3,cv,2024,1,1,11,22,31
103556,30,4,1,0,2024-01-02 14:27:38+00:00,2,294,59,,0,0,4,cv,2024,1,2,14,27,38
88676,132,8,4,0,2024-01-02 16:32:29+00:00,0,210,92,,0,0,8,cv,2024,1,2,16,32,29
83859,44,6,1,0,2024-01-02 04:44:09+00:00,2,260,10,,0,0,6,cv,2024,1,2,4,44,9
109232,2,5,1,0,2024-01-02 13:18:57+00:00,2,161,66,,0,0,5,cv,2024,1,2,13,18,57
61927,171,2,3,0,2024-01-03 16:25:42+00:00,2,196,78,,0,0,2,cv,2024,1,3,16,25,42
116303,54,5,2,0,2024-01-03 09:23:17+00:00,2,256,4,,0,0,5,cv,2024,1,3,9,23,17
39446,139,8,4,0,2024-01-02 22:21:00+00:00,2,219,92,,0,0,10,cv,2024,1,2,22,21,0
75195,147,8,4,0,2024-01-02 15:09:42+00:00,2,259,174,,0,0,7,cv,2024,1,2,15,9,42
98926,76,8,2,0,2024-01-03 22:05:19+00:00,3,170,163,,0,0,4,cv,2024,1,3,22,5,19
65531,4,3,1,0,2024-01-02 06:31:22+00:00,2,207,1,,0,0,3,cv,2024,1,2,6,31,22
22684,92,2,2,0,2024-01-03 10:33:00+00:00,2,142,146,,0,0,2,cv,2024,1,3,10,33,0
110819,183,6,3,0,2024-01-01 17:39:00+00:00,3,183,164,,0,0,6,cv,2024,1,1,17,39,0
11545,119,10,2,0,2024-01-01 03:42:29+00:00,2,265,159,,0,0,10,cv,2024,1,1,3,42,29
28794,147,2,4,0,2024-01-02 17:12:28+00:00,2,236,15,,0,0,2,cv,2024,1,2,17,12,28
108720,166,8,0,0,2024-01-01 06:54:43+00:00,2,148,199,,0,1,10,cv,2024,1,1,6,54,43
104296,79,5,2,0,2024-01-03 14:19:05+00:00,2,178,82,,0,0,5,cv,2024,1,3,14,19,5
18947,55,7,2,0,2024-01-03 13:34:54+00:00,1,167,101,,0,0,7,cv,2024,1,3,13,34,54
27563,154,6,4,0,2024-01-01 02:22:29+00:00,2,182,94,,0,0,6,cv,2024,1,1,2,22,29
19257,149,3,4,0,2024-01-01 04:33:56+00:00,2,278,189,,0,0,3,cv,2024,1,1,4,33,56
83343,21,4,1,0,2024-01-03 02:42:58+00:00,2,140,27,,0,0,4,cv,2024,1,3,2,42,58
99878,41,7,1,0,2024-01-02 21:36:43+00:00,3,258,45,,0,0,7,cv,2024,1,2,21,36,43
106296,15,8,1,0,2024-01-03 17:31:40+00:00,3,216,137,,0,1,9,cv,2024,1,3,17,31,40
66121,31,5,1,0,2024-01-03 22:05:23+00:00,2,165,78,,0,0,5,cv,2024,1,3,22,5,23
72862,161,4,0,0,2024-01-03 14:42:05+00:00,2,245,133,,0,0,4,cv,2024,1,3,14,42,5
56386,48,8,1,0,2024-01-03 13:07:03+00:00,3,177,157,,0,1,4,cv,2024,1,3,13,7,3
96317,150,7,4,0,2024-01-01 03:21:33+00:00,2,253,126,,0,0,7,cv,2024,1,1,3,21,33
52860,20,1,1,0,2024-01-02 00:30:05+00:00,3,241,36,,0,1,1,cv,2024,1,2,0,30,5
70615,196,4,3,0,2024-01-01 01:06:06+00:00,2,198,179,,0,0,4,cv,2024,1,1,1,6,6
67440,133,9,4,0,2024-01-02 04:43:11+00:00,3,236,122,,0,0,9,cv,2024,1,2,4,43,11
50591,112,8,2,0,2024-01-02 10:16:31+00:00,2,274,171,,0,0,8,cv,2024,1,2,10,16,31
2721,10,10,1,0,2024-01-02 17:52:22+00:00,0,299,86,,0,0,10,cv,2024,1,2,17,52,22
83618,11,2,1,0,2024-01-03 12:22:02+00:00,1,181,65,,0,0,2,cv,2024,1,3,12,22,2
61142,125,6,2,0,2024-01-01 05:14:56+00:00,3,285,30,,0,0,6,cv,2024,1,1,5,14,56
31427,123,1,2,0,2024-01-03 13:01:44+00:00,2,166,198,,0,0,1,cv,2024,1,3,13,1,44
19214,73,10,2,0,2024-01-01 22:57:32+00:00,3,136,127,,0,0,10,cv,2024,1,1,22,57,32
31324,79,9,2,0,2024-01-01 09:53:04+00:00,3,178,130,,0,0,9,cv,2024,1,1,9,53,4
100751,167,6,0,0,2024-01-03 09:57:33+00:00,3,138,79,,0,0,6,cv,2024,1,3,9,57,33
12327,132,10,4,0,2024-01-02 14:57:00+00:00,1,281,32,,0,0,10,cv,2024,1,2,14,57,0
25718,90,6,2,0,2024-01-03 22:14:57+00:00,2,145,79,,0,0,6,cv,2024,1,3,22,14,57
29636,41,1,1,0,2024-01-01 23:04:53+00:00,2,233,98,,0,0,1,cv,2024,1,1,23,4,53
21468,187,6,3,0,2024-01-03 01:41:41+00:00,2,167,190,,0,0,6,cv,2024,1,3,1,41,41
82126,178,5,3,0,2024-01-03 11:19:50+00:00,2,227,111,,0,0,8,cv,2024,1,3,11,19,50
74944,108,8,2,0,2024-01-02 17:55:16+00:00,3,143,32,,0,0,2,cv,2024,1,2,17,55,16
20490,89,6,2,0,2024-01-02 05:52:57+00:00,2,137,141,,0,0,6,cv,2024,1,2,5,52,57
86118,195,5,3,0,2024-01-01 12:28:44+00:00,2,125,172,,0,0,5,cv,2024,1,1,12,28,44
63980,53,8,2,0,2024-01-01 02:13:41+00:00,3,127,12,,0,0,9,cv,2024,1,1,2,13,41
98130,29,8,1,0,2024-01-01 20:14:51+00:00,1,222,161,,0,0,1,cv,2024,1,1,20,14,51
93973,131,8,4,0,2024-01-03 17:46:47+00:00,2,229,87,,0,0,8,cv,2024,1,3,17,46,47
84906,185,10,3,0,2024-01-01 03:12:33+00:00,2,213,113,,0,1,10,cv,2024,1,1,3,12,33
2559,164,2,0,1,2024-01-01 10:03:06+00:00,2,158,192,,0,0,2,cv,2024,1,1,10,3,6
2057,68,4,2,0,2024-01-03 10:33:00+00:00,2,256,130,,0,0,4,cv,2024,1,3,10,33,0
70037,99,7,2,0,2024-01-03 04:01:24+00:00,3,226,15,,1,0,7,cv,2024,1,3,4,1,24
69532,168,5,0,0,2024-01-01 22:16:19+00:00,2,227,49,,0,0,9,cv,2024,1,1,22,16,19
49885,14,5,1,0,2024-01-03 15:32:16+00:00,2,219,83,,0,0,5,cv,2024,1,3,15,32,16
110925,111,7,2,0,2024-01-01 11:34:21+00:00,3,282,92,,0,0,7,cv,2024,1,1,11,34,21
13751,59,3,2,1,2024-01-01 23:28:53+00:00,2,176,161,,0,0,3,cv,2024,1,1,23,28,53
51478,88,5,2,0,2024-01-02 14:40:00+00:00,2,275,164,,0,0,5,cv,2024,1,2,14,40,0
47001,170,7,0,0,2024-01-03 09:18:04+00:00,2,174,21,,0,0,7,cv,2024,1,3,9,18,4
100393,74,8,2,0,2024-01-03 01:00:56+00:00,2,135,165,,0,0,2,cv,2024,1,3,1,0,56
65508,87,3,2,0,2024-01-03 05:07:00+00:00,2,224,117,,0,0,3,cv,2024,1,3,5,7,0
28524,107,5,2,0,2024-01-03 10:28:08+00:00,2,148,98,,0,0,9,cv,2024,1,3,10,28,8
64919,155,6,4,0,2024-01-02 02:21:35+00:00,1,180,183,,0,0,6,cv,2024,1,2,2,21,35
60725,23,10,1,0,2024-01-01 03:50:50+00:00,2,224,144,,0,0,10,cv,2024,1,1,3,50,50
19192,37,8,1,0,2024-01-02 09:33:14+00:00,2,234,165,,0,1,8,cv,2024,1,2,9,33,14
36248,112,8,2,0,2024-01-01 15:04:59+00:00,3,255,88,,0,0,8,cv,2024,1,1,15,4,59
85484,49,2,1,0,2024-01-02 23:54:46+00:00,2,298,39,,0,0,2,cv,2024,1,2,23,54,46
29200,176,5,3,0,2024-01-01 22:51:06+00:00,2,252,138,,0,0,10,cv,2024,1,1,22,51,6
27488,143,6,4,0,2024-01-03 23:41:39+00:00,2,238,152,,0,0,6,cv,2024,1,3,23,41,39
53341,35,2,1,0,2024-01-03 16:17:12+00:00,2,207,11,,0,1,2,cv,2024,1,3,16,17,12
57209,150,1,4,0,2024-01-02 05:53:58+00:00,3,219,198,,0,0,1,cv,2024,1,2,5,53,58
12767,132,8,4,0,2024-01-03 09:27:36+00:00,2,236,158,,0,0,8,cv,2024,1,3,9,27,36
14625,76,5,2,0,2024-01-01 20:01:23+00:00,2,139,62,,1,0,5,cv,2024,1,1,20,1,23
98779,23,5,1,0,2024-01-02 02:18:49+00:00,3,140,39,,0,0,5,cv,2024,1,2,2,18,49
58061,187,6,3,0,2024-01-01 22:37:38+00:00,2,198,64,,0,0,6,cv,2024,1,1,22,37,38
99324,86,5,2,0,2024-01-03 11:02:23+00:00,2,156,33,,0,0,5,cv,2024,1,3,11,2,23
62477,118,2,2,1,2024-01-02 15:30:52+00:00,3,198,184,,0,0,2,cv,2024,1,2,15,30,52
70736,48,10,1,0,2024-01-01 13:11:43+00:00,2,212,142,,0,1,10,cv,2024,1,1,13,11,43
111023,150,8,4,0,2024-01-01 04:50:31+00:00,2,143,129,,0,0,8,cv,2024,1,1,4,50,31
65365,124,4,2,0,2024-01-03 22:28:57+00:00,2,252,128,,0,0,4,cv,2024,1,3,22,28,57
91123,160,7,4,0,2024-01-03 12:19:31+00:00,2,210,123,,0,0,7,cv,2024,1,3,12,19,31
117589,84,8,2,0,2024-01-02 17:14:16+00:00,3,202,116,,0,0,8,cv,2024,1,2,17,14,16
58900,104,8,2,0,2024-01-02 06:53:43+00:00,0,175,53,,0,0,8,cv,2024,1,2,6,53,43
88140,82,2,2,0,2024-01-01 09:12:47+00:00,2,253,1,,0,0,2,cv,2024,1,1,9,12,47
26888,200,2,3,0,2024-01-02 12:23:35+00:00,2,143,20,,0,0,2,cv,2024,1,2,12,23,35
58362,4,7,1,0,2024-01-02 04:56:14+00:00,2,127,189,,0,1,7,cv,2024,1,2,4,56,14
47079,129,5,2,0,2024-01-03 06:33:18+00:00,2,207,17,,0,0,7,cv,2024,1,3,6,33,18
34185,37,4,1,0,2024-01-02 15:11:51+00:00,2,296,158,,0,0,4,cv,2024,1,2,15,11,51
81213,170,7,0,0,2024-01-01 15:27:05+00:00,2,146,180,,0,1,7,cv,2024,1,1,15,27,5
33470,164,5,0,1,2024-01-01 16:41:35+00:00,2,219,114,,0,0,4,cv,2024,1,1,16,41,35
37356,94,5,2,0,2024-01-02 14:13:32+00:00,2,258,181,,0,0,8,cv,2024,1,2,14,13,32
55804,121,10,2,0,2024-01-03 15:49:35+00:00,2,280,18,,0,0,10,cv,2024,1,3,15,49,35
71203,178,6,3,0,2024-01-03 09:52:33+00:00,2,266,136,,0,0,6,cv,2024,1,3,9,52,33
4840,100,9,2,0,2024-01-03 02:57:20+00:00,0,188,113,,0,0,9,cv,2024,1,3,2,57,20
102793,185,1,3,0,2024-01-01 23:27:40+00:00,2,175,141,,0,0,1,cv,2024,1,1,23,27,40
106129,29,6,1,0,2024-01-03 06:46:56+00:00,0,163,36,,0,0,6,cv,2024,1,3,6,46,56
56846,66,8,2,0,2024-01-01 03:29:34+00:00,2,209,183,,0,0,7,cv,2024,1,1,3,29,34
51820,191,3,3,0,2024-01-02 17:59:28+00:00,2,147,30,,0,0,3,cv,2024,1,2,17,59,28
41345,173,2,3,0,2024-01-02 15:38:01+00:00,2,188,173,,0,0,2,cv,2024,1,2,15,38,1
90834,160,10,4,0,2024-01-03 16:41:17+00:00,3,185,51,,0,0,10,cv,2024,1,3,16,41,17
5180,101,2,2,0,2024-01-01 06:30:20+00:00,2,238,12,,0,0,2,cv,2024,1,1,6,30,20
10872,156,8,4,0,2024-01-03 14:56:26+00:00,2,154,11,,0,0,8,cv,2024,1,3,14,56,26
46220,17,10,1,0,2024-01-03 21:18:44+00:00,3,276,189,,0,1,10,cv,2024,1,3,21,18,44
31734,155,6,4,0,2024-01-03 06:37:29+00:00,2,122,34,,0,0,6,cv,2024,1,3,6,37,29
6416,48,3,1,0,2024-01-02 10:33:16+00:00,2,287,51,,0,0,3,cv,2024,1,2,10,33,16
5590,169,8,0,0,2024-01-03 01:59:47+00:00,2,275,179,,0,0,9,cv,2024,1,3,1,59,47
69162,62,2,2,0,2024-01-02 23:26:53+00:00,1,178,195,,0,0,2,cv,2024,1,2,23,26,53
70272,121,8,2,0,2024-01-03 10:39:07+00:00,3,224,166,,0,0,10,cv,2024,1,3,10,39,7
45976,80,4,2,0,2024-01-01 03:25:33+00:00,2,129,8,,0,0,4,cv,2024,1,1,3,25,33
22742,142,10,4,0,2024-01-02 04:52:26+00:00,2,161,51,,0,0,10,cv,2024,1,2,4,52,26
63811,163,10,0,0,2024-01-02 02:27:56+00:00,2,171,119,,0,0,10,cv,2024,1,2,2,27,56
60255,43,5,1,0,2024-01-03 21:52:21+00:00,3,219,52,,0,0,9,cv,2024,1,3,21,52,21
