ID,UserID,Department,UserRole,Connection,Timestamp,AccessLevel,AccessDuration,DeviceID,PatientID,IsAccessFail,IsSensitive,VisitDepartment,Year,Month,Day,Hour,Minute,Second,lstm_anomaly
119745,23,6,1,0,2024-01-02 06:32:56,2,217,98,2710,1,0,6,2024,1,2,6,32,56,False
109495,95,4,2,0,2024-01-01 11:20:09,2,205,46,11448,0,0,4,2024,1,1,11,20,9,False
944,16,5,1,1,2024-01-02 09:29:08,3,285,180,2548,0,0,4,2024,1,2,9,29,8,False
36033,164,9,0,1,2024-01-01 14:30:43,2,272,174,17309,0,1,9,2024,1,1,14,30,43,False
74992,164,8,0,1,2024-01-03 13:01:26,2,183,56,8539,0,0,8,2024,1,3,13,1,26,False
10097,160,9,4,0,2024-01-03 16:00:53,2,212,49,4957,0,0,9,2024,1,3,16,0,53,False
20472,95,5,2,0,2024-01-03 11:53:27,2,274,95,18946,0,0,5,2024,1,3,11,53,27,False
48900,138,5,4,0,2024-01-02 06:38:44,2,223,144,6086,0,0,8,2024,1,2,6,38,44,False
31722,163,8,0,0,2024-01-01 01:26:44,2,251,93,14310,0,0,8,2024,1,1,1,26,44,False
48994,23,4,1,0,2024-01-03 06:31:56,3,136,131,16058,0,0,4,2024,1,3,6,31,56,False
35599,38,5,1,1,2024-01-03 15:46:37,2,170,68,16817,0,0,8,2024,1,3,15,46,37,False
109942,160,5,4,0,2024-01-03 12:22:01,2,251,67,16964,0,0,6,2024,1,3,12,22,1,False
102052,160,4,4,0,2024-01-03 09:16:40,2,221,39,5655,0,0,4,2024,1,3,9,16,40,False
111410,133,9,4,0,2024-01-01 05:39:02,2,204,115,12349,0,0,9,2024,1,1,5,39,2,False
84889,193,2,3,1,2024-01-01 06:40:18,2,235,135,1717,0,0,2,2024,1,1,6,40,18,False
18223,45,5,1,0,2024-01-01 04:13:55,2,155,124,19053,0,0,5,2024,1,1,4,13,55,False
50901,147,5,4,0,2024-01-02 11:16:35,2,155,174,10212,0,0,5,2024,1,2,11,16,35,False
29625,163,3,0,0,2024-01-03 00:06:18,2,289,181,651,0,0,3,2024,1,3,0,6,18,False
32085,45,2,1,0,2024-01-02 00:43:50,2,185,39,6740,0,0,2,2024,1,2,0,43,50,False
7842,66,3,2,0,2024-01-02 20:33:44,2,278,109,9096,0,0,3,2024,1,2,20,33,44,False
72558,23,10,1,0,2024-01-03 22:13:37,3,182,70,11209,0,1,10,2024,1,3,22,13,37,False
93371,147,10,4,0,2024-01-03 17:09:27,0,165,83,6744,0,0,10,2024,1,3,17,9,27,False
17500,193,10,3,1,2024-01-01 06:46:40,2,250,91,5505,0,0,10,2024,1,1,6,46,40,False
36401,84,6,2,0,2024-01-02 13:33:54,2,163,93,5501,0,0,6,2024,1,2,13,33,54,False
53445,133,8,4,0,2024-01-01 22:28:21,2,280,200,1214,0,0,5,2024,1,1,22,28,21,False
68424,151,6,4,1,2024-01-01 20:26:12,2,268,31,15896,0,0,6,2024,1,1,20,26,12,False
48216,16,8,1,1,2024-01-02 17:27:14,2,264,197,6240,0,0,8,2024,1,2,17,27,14,False
11619,160,2,4,0,2024-01-03 17:56:51,2,156,7,15480,0,0,2,2024,1,3,17,56,51,False
2617,151,9,4,1,2024-01-03 22:38:07,2,137,45,17592,0,0,9,2024,1,3,22,38,7,False
20096,66,6,2,0,2024-01-02 23:04:42,2,204,13,11806,0,0,6,2024,1,2,23,4,42,False
47280,84,8,2,0,2024-01-01 09:30:35,2,163,174,2435,0,0,8,2024,1,1,9,30,35,False
77019,160,9,4,0,2024-01-02 17:35:28,2,195,110,1719,0,0,9,2024,1,2,17,35,28,False
46252,160,5,4,0,2024-01-01 13:32:30,2,149,38,14266,0,0,4,2024,1,1,13,32,30,False
46571,95,9,2,0,2024-01-02 15:37:58,1,172,65,16438,0,0,9,2024,1,2,15,37,58,False
106393,160,2,4,0,2024-01-01 13:49:18,2,217,53,3292,0,0,2,2024,1,1,13,49,18,False
78134,193,7,3,1,2024-01-03 03:13:05,2,182,124,16077,0,0,7,2024,1,3,3,13,5,False
30427,163,2,0,0,2024-01-03 06:05:12,1,242,67,9798,0,1,2,2024,1,3,6,5,12,False
69900,133,8,4,0,2024-01-02 20:32:36,3,191,126,11602,0,0,2,2024,1,2,20,32,36,False
703,23,5,1,0,2024-01-03 01:59:51,2,129,33,18606,0,0,4,2024,1,3,1,59,51,False
104415,164,10,0,1,2024-01-03 10:52:39,2,237,177,17492,0,0,10,2024,1,3,10,52,39,False
42290,66,10,2,0,2024-01-03 04:15:08,2,209,186,14715,0,0,10,2024,1,3,4,15,8,False
33592,23,8,1,0,2024-01-02 05:51:35,2,247,43,14,0,0,3,2024,1,2,5,51,35,False
85425,45,7,1,0,2024-01-01 04:13:55,2,245,132,19053,0,0,7,2024,1,1,4,13,55,False
6189,45,2,1,0,2024-01-03 03:31:47,2,262,31,18241,0,0,2,2024,1,3,3,31,47,False
64071,138,10,4,0,2024-01-02 03:47:23,2,184,199,13327,0,0,10,2024,1,2,3,47,23,False
87411,147,5,4,0,2024-01-03 17:50:24,2,122,65,14045,0,0,5,2024,1,3,17,50,24,False
102528,111,1,2,0,2024-01-01 17:18:32,2,286,26,256,0,0,1,2024,1,1,17,18,32,False
110501,45,10,1,0,2024-01-02 20:09:22,2,241,70,13461,0,0,10,2024,1,2,20,9,22,False
66970,84,2,2,0,2024-01-03 17:33:23,1,154,170,2910,0,0,2,2024,1,3,17,33,23,False
96703,66,5,2,0,2024-01-02 00:03:14,2,247,30,6909,0,0,3,2024,1,2,0,3,14,False
28342,23,7,1,0,2024-01-02 05:46:31,2,182,53,11210,0,0,7,2024,1,2,5,46,31,False
21642,45,1,1,0,2024-01-02 06:05:02,2,167,31,1846,0,1,1,2024,1,2,6,5,2,False
40224,133,8,4,0,2024-01-01 23:07:28,2,191,94,915,0,0,8,2024,1,1,23,7,28,False
71864,193,8,3,1,2024-01-02 20:49:25,2,270,14,7516,0,0,10,2024,1,2,20,49,25,False
56374,84,1,2,0,2024-01-02 12:35:07,2,261,174,1846,0,0,1,2024,1,2,12,35,7,False
96214,38,7,1,1,2024-01-01 17:40:19,1,235,58,6537,0,0,7,2024,1,1,17,40,19,False
64299,193,10,3,1,2024-01-02 23:14:43,2,260,87,14986,0,0,10,2024,1,2,23,14,43,False
43260,133,2,4,0,2024-01-03 02:39:31,1,130,173,11473,0,0,2,2024,1,3,2,39,31,False
11583,45,8,1,0,2024-01-03 23:41:30,2,239,110,11405,0,0,8,2024,1,3,23,41,30,False
62474,164,9,0,1,2024-01-03 10:39:54,3,192,14,9368,0,0,9,2024,1,3,10,39,54,False
22891,147,10,4,0,2024-01-02 09:24:09,2,257,40,123,0,0,10,2024,1,2,9,24,9,False
27378,151,3,4,1,2024-01-01 21:33:23,2,122,128,4517,0,0,3,2024,1,1,21,33,23,False
74500,23,5,1,0,2024-01-02 02:26:40,2,180,193,13338,0,0,3,2024,1,2,2,26,40,False
112638,147,1,4,0,2024-01-01 11:15:11,2,254,185,12320,0,0,1,2024,1,1,11,15,11,False
87057,38,2,1,1,2024-01-01 10:27:44,2,219,110,15003,0,0,2,2024,1,1,10,27,44,False
10961,45,10,1,0,2024-01-01 04:47:49,3,223,101,2198,0,1,10,2024,1,1,4,47,49,False
70260,84,2,2,0,2024-01-02 10:41:50,3,199,149,11108,0,0,2,2024,1,2,10,41,50,False
77869,147,8,4,0,2024-01-03 17:47:18,2,174,70,3248,0,0,8,2024,1,3,17,47,18,False
117305,160,9,4,0,2024-01-02 15:29:27,2,131,187,12511,0,0,9,2024,1,2,15,29,27,False
37400,163,6,0,0,2024-01-03 21:32:14,3,249,157,15509,0,0,6,2024,1,3,21,32,14,False
13752,45,1,1,0,2024-01-01 04:13:55,1,217,164,19053,0,0,1,2024,1,1,4,13,55,False
45333,23,2,1,0,2024-01-03 21:04:57,2,234,14,11052,0,0,2,2024,1,3,21,4,57,False
4645,133,5,4,0,2024-01-02 20:44:27,2,150,35,17529,0,0,5,2024,1,2,20,44,27,False
75408,193,10,3,1,2024-01-01 02:16:52,2,140,81,16748,0,0,10,2024,1,1,2,16,52,False
8909,133,3,4,0,2024-01-01 04:59:09,2,196,106,9662,0,0,3,2024,1,1,4,59,9,False
108619,23,7,1,0,2024-01-01 06:10:46,2,246,102,9631,0,0,7,2024,1,1,6,10,46,False
16867,111,9,2,0,2024-01-02 15:58:03,2,124,17,4286,0,0,9,2024,1,2,15,58,3,False
111360,147,10,4,0,2024-01-02 16:33:59,2,199,105,4711,0,0,10,2024,1,2,16,33,59,False
95774,111,2,2,0,2024-01-03 13:01:42,2,236,99,15480,0,0,2,2024,1,3,13,1,42,False
35228,23,5,1,0,2024-01-02 22:01:52,1,280,101,1216,0,0,10,2024,1,2,22,1,52,False
48933,95,3,2,0,2024-01-03 15:46:04,1,128,94,15523,0,0,3,2024,1,3,15,46,4,False
105257,164,1,0,1,2024-01-02 10:34:18,3,240,57,2276,0,0,1,2024,1,2,10,34,18,False
88162,160,4,4,0,2024-01-03 10:59:34,2,162,114,5770,0,0,4,2024,1,3,10,59,34,False
117982,66,10,2,1,2024-01-03 20:46:43,2,275,15,6908,0,0,10,2024,1,3,20,46,43,False
6936,160,3,4,0,2024-01-03 12:43:45,2,234,156,2566,1,0,3,2024,1,3,12,43,45,False
111203,84,6,2,0,2024-01-02 12:29:54,1,144,21,5330,0,0,6,2024,1,2,12,29,54,False
58978,160,9,4,0,2024-01-01 09:49:53,2,192,19,8767,0,0,9,2024,1,1,9,49,53,False
744,163,5,0,0,2024-01-02 22:45:45,2,151,94,309,0,0,5,2024,1,2,22,45,45,False
105754,84,1,2,0,2024-01-02 17:18:51,3,205,91,19676,0,0,1,2024,1,2,17,18,51,False
59193,151,7,4,1,2024-01-03 20:16:27,2,124,108,6537,0,0,7,2024,1,3,20,16,27,False
47118,38,5,1,1,2024-01-01 15:09:02,2,249,194,17008,0,0,10,2024,1,1,15,9,2,False
38138,164,4,0,1,2024-01-03 13:22:01,0,174,187,10756,0,0,4,2024,1,3,13,22,1,False
24971,163,6,0,0,2024-01-01 21:58:19,1,288,142,3444,0,0,6,2024,1,1,21,58,19,False
80160,95,9,2,0,2024-01-01 09:43:52,2,222,67,9465,0,0,9,2024,1,1,9,43,52,False
51634,151,3,4,1,2024-01-03 05:41:42,2,128,186,4202,0,0,3,2024,1,3,5,41,42,False
47532,193,1,3,1,2024-01-03 21:12:56,0,146,174,8798,0,0,1,2024,1,3,21,12,56,False
86348,138,6,4,0,2024-01-02 03:47:23,2,229,175,6903,0,0,6,2024,1,2,3,47,23,False
25694,38,5,1,1,2024-01-02 13:39:59,0,280,177,15793,1,0,7,2024,1,2,13,39,59,False
89103,133,7,4,0,2024-01-03 03:55:24,2,272,180,4148,0,0,7,2024,1,3,3,55,24,False
76118,193,5,3,1,2024-01-03 02:44:35,2,155,190,1970,0,1,4,2024,1,3,2,44,35,False
37068,38,2,1,1,2024-01-01 04:13:55,2,222,17,19053,0,0,2,2024,1,1,4,13,55,False
97734,151,8,4,1,2024-01-02 20:40:46,2,194,6,16199,0,0,8,2024,1,2,20,40,46,False
86241,164,5,0,1,2024-01-01 09:54:49,2,252,189,5912,0,0,2,2024,1,1,9,54,49,False
108518,147,7,4,0,2024-01-02 13:29:19,1,280,71,3120,0,0,7,2024,1,2,13,29,19,False
82988,66,1,2,0,2024-01-02 20:42:37,2,137,137,8912,0,0,1,2024,1,2,20,42,37,False
34509,84,9,2,0,2024-01-01 12:00:11,2,284,89,7727,0,0,9,2024,1,1,12,0,11,False
21769,160,9,4,0,2024-01-02 11:01:28,1,223,94,18878,0,0,9,2024,1,2,11,1,28,False
26090,66,8,2,0,2024-01-03 20:37:56,1,137,19,15665,0,0,4,2024,1,3,20,37,56,False
15229,45,2,1,0,2024-01-01 01:01:57,3,223,94,9729,0,0,2,2024,1,1,1,1,57,False
86964,138,1,4,0,2024-01-02 03:47:23,2,218,89,17329,0,0,1,2024,1,2,3,47,23,False
64101,147,7,4,0,2024-01-01 15:57:17,2,259,14,16924,0,0,7,2024,1,1,15,57,17,False
102008,133,4,4,0,2024-01-03 03:47:01,3,209,34,4512,0,0,4,2024,1,3,3,47,1,False
101169,147,5,4,0,2024-01-02 09:31:55,0,250,178,16342,0,0,10,2024,1,2,9,31,55,False
87987,66,3,2,0,2024-01-02 23:56:23,2,169,23,19058,0,0,3,2024,1,2,23,56,23,False
28102,151,4,4,1,2024-01-03 22:03:02,3,181,116,17734,0,0,4,2024,1,3,22,3,2,False
21412,38,10,1,1,2024-01-02 11:48:12,2,195,149,11545,0,0,10,2024,1,2,11,48,12,False
33279,111,7,2,0,2024-01-02 11:06:37,1,126,163,17246,0,0,7,2024,1,2,11,6,37,False
77054,38,10,1,1,2024-01-02 14:14:38,2,243,51,1328,0,0,10,2024,1,2,14,14,38,False
23581,38,2,1,1,2024-01-02 14:44:41,2,280,16,15338,0,0,2,2024,1,2,14,44,41,False
38701,193,10,3,1,2024-01-03 21:48:27,1,189,80,18339,0,0,10,2024,1,3,21,48,27,False
5007,147,2,4,0,2024-01-01 12:07:14,2,217,55,9790,0,0,2,2024,1,1,12,7,14,False
55736,151,6,4,1,2024-01-02 23:31:30,2,124,9,14313,0,0,6,2024,1,2,23,31,30,False
22092,66,8,2,0,2024-01-03 23:52:16,2,187,123,16309,0,0,8,2024,1,3,23,52,16,False
105989,84,8,2,0,2024-01-03 14:39:10,3,186,59,10876,0,0,3,2024,1,3,14,39,10,False
48380,133,8,4,0,2024-01-01 02:28:26,3,164,148,6518,0,0,1,2024,1,1,2,28,26,False
24212,38,8,1,1,2024-01-01 04:13:55,2,165,28,19053,0,0,8,2024,1,1,4,13,55,False
79459,111,7,2,0,2024-01-03 09:37:35,1,265,183,3254,0,0,7,2024,1,3,9,37,35,False
91491,138,6,4,0,2024-01-02 03:47:23,2,289,20,273,0,0,6,2024,1,2,3,47,23,False
68620,163,3,0,0,2024-01-01 04:36:46,1,225,135,6503,0,0,3,2024,1,1,4,36,46,False
54364,66,6,2,0,2024-01-01 22:31:59,2,135,187,7280,0,0,6,2024,1,1,22,31,59,False
11585,151,3,4,1,2024-01-03 04:37:01,2,176,52,1857,0,0,3,2024,1,3,4,37,1,False
98461,95,1,2,0,2024-01-03 12:04:51,2,176,157,18660,0,0,1,2024,1,3,12,4,51,False
87124,23,1,1,0,2024-01-03 05:19:32,2,196,166,19671,0,1,1,2024,1,3,5,19,32,False
38275,38,5,1,1,2024-01-03 12:40:34,2,228,52,12918,0,0,4,2024,1,3,12,40,34,False
43062,45,5,1,0,2024-01-03 00:22:52,2,143,168,5268,0,0,5,2024,1,3,0,22,52,False
16007,147,6,4,0,2024-01-03 17:28:05,2,299,145,2149,0,0,6,2024,1,3,17,28,5,False
76592,38,7,1,1,2024-01-01 10:32:16,2,248,61,4344,0,0,7,2024,1,1,10,32,16,False
97927,160,5,4,0,2024-01-01 13:14:03,3,170,145,14524,0,0,5,2024,1,1,13,14,3,False
21164,38,9,1,1,2024-01-01 16:53:57,3,268,189,8007,0,0,9,2024,1,1,16,53,57,False
14096,160,4,4,0,2024-01-03 17:40:15,2,293,98,15195,0,0,4,2024,1,3,17,40,15,False
68191,38,4,1,1,2024-01-01 14:58:42,2,188,178,17385,0,0,4,2024,1,1,14,58,42,False
39604,45,4,1,0,2024-01-02 21:23:21,2,293,131,13395,0,0,4,2024,1,2,21,23,21,False
114213,151,1,4,1,2024-01-03 03:42:16,2,262,88,10772,0,0,1,2024,1,3,3,42,16,False
51963,138,1,4,0,2024-01-02 03:47:23,2,214,175,4321,0,0,1,2024,1,2,3,47,23,True
82980,151,4,4,1,2024-01-02 06:15:19,2,288,16,15988,0,0,4,2024,1,2,6,15,19,True
90842,147,8,4,0,2024-01-03 13:22:15,0,260,128,2396,1,0,4,2024,1,3,13,22,15,False
19947,160,1,4,0,2024-01-01 12:58:58,2,282,191,6486,0,0,1,2024,1,1,12,58,58,True
109197,23,9,1,0,2024-01-01 02:47:29,0,216,130,573,0,0,9,2024,1,1,2,47,29,False
102519,38,1,1,1,2024-01-03 16:52:41,3,283,77,7245,0,0,1,2024,1,3,16,52,41,False
37570,16,7,1,1,2024-01-01 09:44:38,2,137,119,10858,0,0,7,2024,1,1,9,44,38,False
43223,138,5,4,0,2024-01-01 00:35:23,2,131,11,11401,0,0,1,2024,1,1,0,35,23,False
114733,151,8,4,1,2024-01-03 20:22:47,2,278,149,4832,0,0,8,2024,1,3,20,22,47,False
62154,160,5,4,0,2024-01-01 14:18:23,1,170,156,11756,0,0,5,2024,1,1,14,18,23,False
94537,164,10,0,1,2024-01-01 14:23:44,2,272,129,5803,0,0,10,2024,1,1,14,23,44,False
19152,164,6,0,1,2024-01-01 10:09:45,2,196,197,19599,0,0,6,2024,1,1,10,9,45,False
3567,163,8,0,0,2024-01-01 21:39:14,3,257,57,18883,0,0,2,2024,1,1,21,39,14,False
65437,151,9,4,1,2024-01-01 03:45:27,2,191,10,3093,0,0,9,2024,1,1,3,45,27,False
45358,133,9,4,0,2024-01-01 22:47:52,2,194,118,14241,0,0,9,2024,1,1,22,47,52,True
10081,66,3,2,0,2024-01-02 03:08:54,2,207,94,12118,0,0,3,2024,1,2,3,8,54,True
64542,163,4,0,0,2024-01-03 04:22:34,1,257,160,9216,0,0,4,2024,1,3,4,22,34,True
63993,16,8,1,1,2024-01-02 16:21:51,2,275,137,7255,0,0,8,2024,1,2,16,21,51,False
84170,111,4,2,0,2024-01-02 11:53:35,2,219,33,2850,0,0,4,2024,1,2,11,53,35,True
63421,111,5,2,0,2024-01-03 10:24:09,2,190,103,16275,0,0,5,2024,1,3,10,24,9,False
65343,193,4,3,1,2024-01-03 20:43:25,3,189,92,15176,0,0,4,2024,1,3,20,43,25,False
8280,95,7,2,0,2024-01-03 14:25:46,3,232,187,6279,1,0,7,2024,1,3,14,25,46,False
101313,111,5,2,0,2024-01-01 13:56:47,2,143,115,15592,0,0,5,2024,1,1,13,56,47,False
109171,84,7,2,0,2024-01-03 10:14:32,2,296,170,19114,0,0,7,2024,1,3,10,14,32,False
18812,23,4,1,0,2024-01-02 05:11:10,2,191,174,16575,0,0,4,2024,1,2,5,11,10,False
55286,133,7,4,0,2024-01-03 03:20:23,2,145,156,11134,0,0,7,2024,1,3,3,20,23,False
70825,66,9,2,0,2024-01-02 20:50:49,2,163,9,13125,0,0,9,2024,1,2,20,50,49,True
7788,111,7,2,0,2024-01-03 12:51:09,2,272,7,6316,0,0,7,2024,1,3,12,51,9,False
31712,147,8,4,0,2024-01-03 11:41:40,2,207,156,12624,0,0,3,2024,1,3,11,41,40,False
60055,16,8,1,1,2024-01-03 12:58:37,2,263,172,1802,0,0,5,2024,1,3,12,58,37,False
10757,16,1,1,1,2024-01-01 10:50:37,2,203,96,3196,0,0,1,2024,1,1,10,50,37,True
25868,164,5,0,1,2024-01-03 11:20:04,2,296,34,18405,0,1,2,2024,1,3,11,20,4,True
28537,133,1,4,0,2024-01-02 21:14:06,2,165,75,8414,0,0,1,2024,1,2,21,14,6,False
81311,95,5,2,0,2024-01-03 10:25:27,2,227,105,5447,0,0,1,2024,1,3,10,25,27,False
96979,95,4,2,0,2024-01-02 14:14:07,2,231,29,113,0,0,4,2024,1,2,14,14,7,False
30316,38,7,1,1,2024-01-02 12:01:39,1,218,161,9298,0,0,7,2024,1,2,12,1,39,False
27291,151,5,4,1,2024-01-01 01:43:39,2,192,104,15852,0,0,5,2024,1,1,1,43,39,False
84031,151,5,4,1,2024-01-02 03:29:09,1,174,144,682,0,0,10,2024,1,2,3,29,9,True
55828,164,2,0,1,2024-01-02 10:57:19,2,171,141,2334,0,0,2,2024,1,2,10,57,19,True
115122,111,1,2,0,2024-01-02 05:57:09,2,148,136,16454,1,0,1,2024,1,2,5,57,9,False
47890,23,4,1,0,2024-01-01 04:32:54,1,121,25,4577,0,0,4,2024,1,1,4,32,54,False
46119,16,9,1,1,2024-01-01 10:09:03,1,187,57,8000,0,0,9,2024,1,1,10,9,3,True
115753,138,8,4,0,2024-01-01 01:20:47,3,240,61,9792,0,0,2,2024,1,1,1,20,47,True
30252,147,8,4,0,2024-01-01 12:28:09,2,269,102,7042,0,0,7,2024,1,1,12,28,9,False
38710,23,5,1,0,2024-01-02 04:26:09,2,219,62,3735,0,0,6,2024,1,2,4,26,9,False
95233,151,6,4,1,2024-01-01 06:18:37,2,259,178,13414,0,0,6,2024,1,1,6,18,37,False
54815,66,7,2,0,2024-01-03 01:07:42,2,238,180,6528,0,0,7,2024,1,3,1,7,42,False
37424,23,1,1,0,2024-01-03 05:00:41,2,139,126,17896,0,0,1,2024,1,3,5,0,41,False
67857,38,6,1,1,2024-01-01 10:51:21,2,258,186,2538,0,0,6,2024,1,1,10,51,21,False
87609,84,5,2,0,2024-01-03 14:47:33,2,188,53,1141,0,0,5,2024,1,3,14,47,33,False
37526,160,2,4,0,2024-01-03 14:27:30,2,282,140,13187,0,0,2,2024,1,3,14,27,30,False
5095,138,8,4,0,2024-01-02 03:47:23,2,159,163,138,0,0,8,2024,1,2,3,47,23,False
109749,164,1,0,1,2024-01-02 10:39:10,0,132,62,2337,0,0,1,2024,1,2,10,39,10,False
61179,111,10,2,0,2024-01-03 17:19:48,2,147,116,6265,0,0,10,2024,1,3,17,19,48,False
42469,164,8,0,1,2024-01-02 12:44:53,3,251,162,1058,0,0,10,2024,1,2,12,44,53,False
59525,66,5,2,0,2024-01-01 02:55:32,2,271,131,17477,1,0,8,2024,1,1,2,55,32,False
31830,66,7,2,0,2024-01-03 02:52:18,3,259,48,2841,0,0,7,2024,1,3,2,52,18,False
50041,66,4,2,0,2024-01-03 06:48:42,2,268,184,19539,0,0,4,2024,1,3,6,48,42,False
36462,38,4,1,1,2024-01-01 04:13:55,2,189,189,19053,0,0,4,2024,1,1,4,13,55,False
29516,95,8,2,0,2024-01-01 14:14:34,2,299,101,15200,0,0,6,2024,1,1,14,14,34,False
119548,164,6,0,1,2024-01-01 11:58:18,2,188,29,8059,0,0,6,2024,1,1,11,58,18,True
51196,147,8,4,0,2024-01-03 05:04:53,2,247,111,16321,0,0,8,2024,1,3,5,4,53,True
85061,84,8,2,0,2024-01-02 16:45:19,3,122,29,8024,0,0,8,2024,1,2,16,45,19,False
3421,45,4,1,0,2024-01-02 06:40:51,3,134,114,12028,0,0,4,2024,1,2,6,40,51,False
10705,138,10,4,0,2024-01-01 05:27:07,1,282,130,8981,0,0,10,2024,1,1,5,27,7,False
58143,147,3,4,0,2024-01-02 16:37:08,2,145,1,3358,0,0,3,2024,1,2,16,37,8,False
11370,151,5,4,1,2024-01-02 23:07:01,2,227,95,1424,0,0,1,2024,1,2,23,7,1,False
46698,111,7,2,0,2024-01-03 10:07:56,2,148,20,17349,0,0,7,2024,1,3,10,7,56,False
65592,164,9,0,1,2024-01-01 16:32:20,2,214,135,2539,0,1,9,2024,1,1,16,32,20,False
7204,133,9,4,0,2024-01-02 22:03:30,2,299,117,10343,0,0,9,2024,1,2,22,3,30,False
80519,193,4,3,1,2024-01-03 23:43:06,2,250,37,10952,0,1,4,2024,1,3,23,43,6,False
101772,138,5,4,0,2024-01-02 03:47:23,2,282,111,6464,0,0,1,2024,1,2,3,47,23,False
60525,95,6,2,0,2024-01-03 14:30:06,2,168,9,6768,0,0,6,2024,1,3,14,30,6,False
64740,163,5,0,0,2024-01-01 21:10:35,2,277,137,13145,0,0,5,2024,1,1,21,10,35,False
78672,133,10,4,0,2024-01-01 23:32:05,2,249,82,8854,0,0,10,2024,1,1,23,32,5,False
26456,38,2,1,1,2024-01-01 04:13:55,1,164,99,19053,0,0,2,2024,1,1,4,13,55,False
2215,111,4,2,0,2024-01-02 14:55:58,3,153,166,10216,0,0,4,2024,1,2,14,55,58,False
44259,138,6,4,0,2024-01-02 03:47:23,2,240,92,18447,0,0,6,2024,1,2,3,47,23,False
4459,111,8,2,0,2024-01-02 11:09:22,3,190,169,16392,0,0,4,2024,1,2,11,9,22,False
58446,66,10,2,0,2024-01-01 22:08:42,2,124,55,5221,0,0,10,2024,1,1,22,8,42,False
65673,138,3,4,0,2024-01-02 03:47:23,2,121,182,18945,0,0,3,2024,1,2,3,47,23,False
60024,193,8,3,1,2024-01-01 00:18:49,3,172,26,12991,0,0,5,2024,1,1,0,18,49,False
81347,84,3,2,0,2024-01-01 11:06:51,3,190,116,15312,0,0,3,2024,1,1,11,6,51,False
5832,151,1,4,1,2024-01-02 00:39:32,2,290,103,8198,0,0,1,2024,1,2,0,39,32,False
79311,163,2,0,0,2024-01-02 03:32:05,2,294,104,16752,0,0,2,2024,1,2,3,32,5,False
21974,133,8,4,0,2024-01-03 06:19:38,2,174,64,15025,0,0,4,2024,1,3,6,19,38,False
14559,160,7,4,0,2024-01-03 10:53:21,2,154,36,18556,0,0,7,2024,1,3,10,53,21,False
49082,163,4,0,0,2024-01-02 21:31:39,0,120,195,1536,0,1,4,2024,1,2,21,31,39,False
114549,95,10,2,0,2024-01-01 09:33:59,2,240,198,5439,0,0,10,2024,1,1,9,33,59,False
49065,95,5,2,0,2024-01-03 00:11:38,1,158,97,9380,0,0,5,2024,1,3,0,11,38,False
55862,84,8,2,0,2024-01-01 16:45:55,2,205,104,19381,0,0,8,2024,1,1,16,45,55,False
114198,23,6,1,0,2024-01-03 05:24:54,2,255,32,17434,0,0,6,2024,1,3,5,24,54,False
43757,164,3,0,1,2024-01-02 09:11:35,0,200,28,3027,0,0,3,2024,1,2,9,11,35,False
1680,45,8,1,0,2024-01-02 02:40:27,2,227,135,3884,0,0,8,2024,1,2,2,40,27,False
95232,95,8,2,0,2024-01-01 17:42:40,2,136,98,14969,0,0,8,2024,1,1,17,42,40,False
88744,16,2,1,1,2024-01-02 13:00:36,2,258,86,8551,0,0,2,2024,1,2,13,0,36,False
71383,111,9,2,0,2024-01-03 13:19:27,2,179,118,17759,0,0,9,2024,1,3,13,19,27,False
40183,38,5,1,1,2024-01-03 15:05:47,2,142,33,19772,0,0,10,2024,1,3,15,5,47,False
114541,193,5,3,1,2024-01-03 03:15:24,2,120,95,12380,0,0,2,2024,1,3,3,15,24,False
114712,16,4,1,1,2024-01-02 14:12:22,2,243,163,4124,0,0,4,2024,1,2,14,12,22,False
32762,66,5,2,0,2024-01-02 02:34:16,2,142,119,10409,0,0,5,2024,1,2,2,34,16,False
71631,45,1,1,0,2024-01-03 01:46:00,3,150,109,17440,0,0,1,2024,1,3,1,46,0,False
109648,66,1,2,0,2024-01-03 03:47:25,0,158,194,14623,0,0,1,2024,1,3,3,47,25,False
43437,133,6,4,0,2024-01-02 20:01:00,2,223,162,15302,0,0,6,2024,1,2,20,1,0,False
66141,23,10,1,0,2024-01-01 23:32:31,2,225,112,3100,0,0,10,2024,1,1,23,32,31,False
100790,138,8,4,0,2024-01-02 03:47:23,2,279,171,1859,0,0,9,2024,1,2,3,47,23,True
62890,193,5,3,1,2024-01-01 03:23:45,2,166,67,6595,0,1,5,2024,1,1,3,23,45,True
104685,160,4,4,0,2024-01-01 10:14:38,2,295,74,10882,0,0,4,2024,1,1,10,14,38,True
67836,16,9,1,1,2024-01-02 12:35:43,2,213,151,16577,0,0,9,2024,1,2,12,35,43,True
62246,111,9,2,0,2024-01-03 15:13:47,2,201,167,2093,0,0,9,2024,1,3,15,13,47,False
65552,164,1,0,1,2024-01-03 14:38:20,2,159,70,19821,0,0,1,2024,1,3,14,38,20,False
103766,163,5,0,0,2024-01-02 21:06:08,3,152,148,11450,0,1,7,2024,1,2,21,6,8,False
33876,66,1,2,0,2024-01-02 02:12:21,2,242,154,12424,0,0,1,2024,1,2,2,12,21,False
50078,163,5,0,0,2024-01-03 22:20:17,2,220,19,12247,0,1,5,2024,1,3,22,20,17,False
